,UNITID,Cluster
3583,219790,3
3584,219806,3
3585,219824,6
3586,219833,3
3588,219879,6
3589,219888,6
3590,219903,4
3591,219921,6
3592,219949,3
3593,219976,3
3594,219994,6
3595,220002,4
3596,220057,6
3597,220075,3
3598,220118,4
3599,220127,6
3601,220163,1
3602,220181,7
3603,220206,3
3604,220215,3
3605,220251,6
3606,220279,6
3607,220312,6
3608,220321,6
3609,220394,6
3610,220400,6
3611,220464,1
3612,220473,3
3613,220491,1
3614,220516,3
3615,220552,3
3616,220570,1
3617,220598,7
3618,220604,7
3619,220613,3
3620,220631,3
3621,220640,6
3622,220701,3
3623,220710,3
3624,220756,6
3625,220765,1
3627,220808,3
3628,220853,6
3629,220862,3
3631,220941,4
3632,220978,3
3634,221014,3
3635,221050,6
3636,221096,6
3637,221102,6
3638,221148,6
3639,221157,4
3640,221184,6
3641,221236,6
3642,221254,3
3643,221281,6
3644,221290,1
3645,221333,6
3646,221351,3
3647,221388,6
3648,221397,6
3649,221430,6
3650,221485,2
3651,221494,6
3652,221519,3
3653,221582,6
3654,221591,6
3655,221607,6
3656,221616,6
3657,221625,6
3658,221634,6
3659,221643,6
3660,221661,3
3662,221731,3
3663,221740,3
3664,221759,3
3665,221768,3
3666,221795,3
3667,221829,1
3668,221838,7
3669,221847,3
3670,221856,3
3671,221892,3
3672,221908,6
3673,221953,3
3674,221971,3
3675,221980,1
3676,221999,3
3677,222026,1
3678,222053,6
3679,222062,6
3680,222099,4
3681,222105,6
3682,222178,3
3683,222567,2
3684,222576,2
3685,222673,4
3686,222707,5
3687,222822,6
3688,222831,2
3689,222877,3
3690,222886,4
3691,222938,3
3692,222983,3
3693,222992,2
3695,223056,1
3696,223083,4
3697,223117,3
3698,223214,3
3700,223232,3
3701,223320,2
3702,223427,2
3703,223463,4
3704,223472,4
3705,223506,2
3706,223524,2
3707,223658,4
3708,223667,4
3709,223773,6
3710,223816,2
3712,223898,6
3713,223922,6
3714,224004,3
3715,224013,1
3716,224110,2
3717,224147,3
3718,224156,1
3719,224183,4
3720,224226,3
3721,224244,3
3722,224271,1
3724,224323,3
3725,224350,2
3726,224439,4
3727,224527,3
3728,224545,6
3729,224554,3
3730,224572,2
3731,224615,2
3732,224642,2
3733,224660,4
3734,224679,5
3735,224758,1
3736,224776,0
3737,224828,1
3738,224891,6
3739,224961,2
3740,225070,6
3741,225201,4
3742,225247,3
3743,225308,6
3744,225371,6
3745,225399,2
3746,225414,2
3747,225423,2
3748,225432,2
3749,225502,2
3750,225511,2
3751,225520,2
3752,225548,3
3753,225575,7
3754,225627,2
3755,225779,5
3756,225788,4
3757,225849,0
3758,225858,0
3759,225876,2
3760,225885,7
3761,225991,3
3762,226019,6
3763,226091,3
3764,226107,6
3765,226116,6
3766,226125,5
3767,226134,2
3768,226152,5
3769,226204,2
3770,226231,3
3771,226277,4
3772,226374,1
3773,226383,3
3774,226408,2
3775,226471,3
3776,226578,2
3777,226587,3
3778,226675,4
3779,226772,1
3780,226806,2
3781,226833,3
3782,226860,1
3783,226879,0
3784,226903,4
3785,226930,2
3786,227003,4
3787,227058,1
3788,227146,6
3789,227155,5
3790,227182,2
3791,227191,2
3792,227216,2
3793,227225,6
3794,227243,0
3796,227298,4
3797,227304,2
3798,227313,1
3799,227322,1
3800,227331,5
3801,227368,5
3802,227377,2
3803,227386,6
3804,227401,6
3805,227429,7
3806,227526,7
3807,227687,6
3808,227748,4
3809,227757,3
3810,227766,2
3811,227836,5
3812,227845,3
3813,227854,7
3814,227863,2
3815,227881,3
3816,227924,2
3817,227979,2
3818,228042,3
3819,228088,1
3820,228149,5
3821,228158,6
3822,228185,5
3824,228200,5
3825,228219,5
3826,228246,3
3827,228282,4
3828,228291,4
3829,228316,2
3830,228325,3
3831,228343,3
3832,228431,3
3833,228459,2
3834,228468,3
3835,228486,7
3836,228501,2
3837,228529,3
3838,228547,2
3839,228608,2
3840,228635,3
3841,228644,3
3842,228653,3
3843,228680,6
3844,228699,6
3845,228705,2
3846,228723,2
3847,228769,2
3848,228778,2
3849,228787,3
3850,228796,2
3851,228802,3
3853,228875,3
3854,228884,7
3856,228981,3
3857,229018,2
3858,229027,2
3859,229036,4
3860,229063,7
3861,229115,3
3862,229151,4
3863,229160,3
3864,229179,3
3865,229267,3
3866,229300,3
3867,229319,5
3868,229328,6
3869,229337,3
3870,229355,2
3871,229416,6
3872,229425,5
3873,229504,6
3874,229522,1
3875,229540,2
3877,229780,2
3878,229799,6
3879,229814,3
3880,229832,2
3881,229841,2
3882,229887,7
3883,229957,4
3884,230010,6
3885,230038,3
3886,230047,2
3887,230056,4
3888,230065,1
3889,230135,1
3890,230144,1
3891,230162,6
3892,230171,2
3893,230199,1
3894,230205,1
3895,230214,1
3896,230366,4
3897,230384,0
3898,230418,2
3899,230472,4
3900,230490,6
3901,230597,6
3902,230603,3
3903,230621,4
3904,230630,4
3905,230676,6
3906,230728,2
3907,230737,2
3908,230746,2
3909,230764,3
3910,230782,2
3911,230807,3
3912,230816,3
3913,230825,3
3914,230834,3
3915,230852,3
3916,230861,6
3917,230889,3
3918,230898,3
3919,230913,3
3920,230931,3
3921,230940,3
3922,230959,3
3923,230977,3
3924,230995,3
3925,231004,1
3926,231059,3
3928,231077,3
3929,231086,3
3930,231095,3
3932,231165,6
3933,231174,3
3934,231280,1
3935,231411,6
3936,231420,3
3937,231536,6
3938,231554,3
3939,231581,3
3940,231624,3
3941,231651,3
3942,231688,6
3943,231697,6
3944,231712,3
3945,231721,1
3946,231785,0
3947,231828,4
3948,231837,3
3949,231873,6
3950,231882,6
3952,232016,4
3953,232025,3
3954,232043,3
3955,232052,6
3956,232089,3
3957,232186,3
3958,232195,6
3959,232256,3
3960,232265,7
3961,232308,3
3962,232414,6
3963,232423,3
3964,232450,6
3965,232502,4
3966,232557,2
3967,232566,3
3968,232575,6
3969,232609,3
3970,232618,6
3971,232672,3
3972,232681,3
3973,232706,3
3974,232724,4
3975,232788,6
3976,232797,4
3977,232867,6
3978,232885,6
3979,232919,4
3980,232937,7
3981,232946,2
3982,232982,3
3983,233019,6
3984,233037,6
3985,233082,4
3986,233091,4
3987,233116,6
3988,233277,3
3989,233286,1
3990,233295,3
3991,233301,3
3992,233310,6
3993,233329,4
3994,233338,6
3995,233356,3
3996,233374,3
3997,233408,4
3998,233426,3
3999,233480,4
4000,233541,3
4001,233611,3
4002,233639,6
4003,233648,6
4004,233657,1
4005,233666,1
4006,233684,0
4007,233718,3
4008,233754,6
4009,233772,2
4011,233897,6
4012,233903,6
4013,233912,3
4014,233921,3
4015,233949,6
4016,234030,3
4017,234076,3
4018,234085,3
4019,234119,1
4020,234137,7
4021,234155,7
4022,234164,7
4023,234173,3
4024,234191,1
4026,234216,0
4027,234225,6
4028,234359,3
4029,234377,6
4030,234401,1
4031,234492,0
4032,234650,1
4033,234669,2
4034,234696,6
4035,234711,2
4036,234739,4
4037,234784,4
4038,234827,3
4039,234845,6
4040,234915,3
4041,234924,1
4042,234933,2
4043,234951,6
4044,234979,2
4045,235024,3
4046,235088,1
4047,235097,3
4048,235103,6
4049,235149,2
4050,235158,1
4051,235167,2
4052,235237,2
4053,235307,1
4054,235316,3
4055,235334,6
4056,235343,6
4057,235352,1
4058,235422,2
4059,235431,2
4060,235495,4
4061,235501,1
4062,235510,0
4063,235529,4
4064,235547,3
4065,235583,1
4066,235671,6
4067,235699,6
4068,235750,6
4069,235769,3
4070,235954,1
4071,236018,1
4072,236027,1
4073,236072,2
4074,236133,3
4075,236188,2
4076,236212,4
4077,236230,3
4078,236258,6
4079,236328,3
4080,236382,6
4081,236452,3
4082,236504,6
4083,236513,2
4084,236531,4
4085,236577,3
4086,236595,3
4087,236610,6
4088,236638,6
4089,236656,2
4090,236692,6
4091,236708,2
4092,236744,1
4093,236753,2
4094,236887,6
4095,236896,3
4096,236939,3
4097,236948,3
4098,236975,6
4099,236993,4
4100,237011,3
4101,237039,2
4102,237057,3
4103,237066,3
4104,237109,2
4105,237118,3
4106,237127,1
4107,237136,3
4108,237145,6
4109,237172,6
4110,237181,3
4111,237215,7
4112,237242,6
4113,237303,1
4114,237312,3
4115,237321,1
4116,237330,3
4117,237358,3
4118,237367,3
4119,237385,3
4121,237437,4
4122,237473,6
4123,237491,6
4124,237525,3
4125,237543,6
4126,237552,6
4127,237561,6
4128,237570,1
4129,237598,4
4130,237604,4
4131,237613,4
4132,237640,3
4133,237686,6
4134,237701,6
4135,237729,6
4136,237783,3
4137,237792,3
4138,237817,6
4139,237844,6
4141,237899,7
4142,237905,6
4143,237932,3
4144,237950,3
4145,237969,3
4146,237978,4
4147,237987,4
4148,237996,4
4149,238005,1
4150,238014,6
4151,238032,3
4152,238078,3
4153,238096,6
4154,238166,1
4155,238175,1
4156,238193,3
4157,238263,6
4158,238324,3
4159,238333,3
4160,238397,6
4161,238430,3
4162,238458,3
4163,238476,3
4164,238573,3
4165,238616,3
4166,238661,3
4167,238722,6
4168,238759,6
4169,238786,1
4170,238810,1
4171,238892,0
4172,238980,3
4173,239008,6
4174,239017,3
4175,239071,3
4176,239080,3
4177,239105,3
4178,239132,1
4180,239220,6
4181,239248,6
4182,239309,3
4183,239318,3
4184,239372,6
4185,239390,3
4187,239442,6
4188,239460,6
4189,239488,6
4190,239503,3
4191,239512,3
4192,239628,3
4194,239716,3
4195,239743,3
4196,239877,1
4197,239910,6
4198,239929,4
4199,240055,6
4200,240107,3
4201,240116,6
4202,240125,6
4203,240170,6
4204,240189,3
4205,240198,6
4207,240240,1
4208,240268,3
4209,240277,3
4210,240329,3
4211,240338,3
4212,240365,3
4213,240374,3
4214,240392,0
4215,240417,3
4216,240426,3
4217,240444,3
4218,240453,3
4219,240462,3
4220,240471,3
4221,240480,3
4222,240505,6
4223,240514,6
4224,240596,6
4225,240620,6
4226,240657,6
4227,240666,6
4228,240693,6
4229,240709,1
4230,240718,6
4231,240727,3
4232,240736,2
4233,240745,5
4234,240754,5
4235,240790,5
4236,240879,5
4237,240985,5
4238,241100,5
4239,241128,5
4240,241146,5
4241,241182,5
4242,241191,5
4243,241216,5
4244,241225,5
4245,241304,5
4246,241331,5
4247,241377,5
4248,241386,5
4249,241395,5
4250,241410,5
4251,241517,5
4252,241614,5
4253,241720,5
4254,241739,5
4255,241766,5
4257,241836,5
4258,241906,5
4259,241951,5
4260,242042,5
4261,242112,5
4262,242121,5
4263,242130,5
4264,242149,5
4265,242316,5
4266,242413,5
4267,242422,5
4268,242556,5
4269,242565,5
4270,242583,5
4271,242617,5
4272,242626,5
4273,242635,5
4274,242644,5
4275,242653,5
4276,242662,5
4277,242680,5
4278,242699,5
4279,242705,5
4281,242750,5
4282,242820,5
4283,242884,5
4284,242945,5
4285,242954,5
4286,242972,5
4287,242981,5
4288,243072,5
4290,243106,5
4291,243115,5
4292,243133,5
4293,243142,5
4294,243151,5
4295,243179,5
4296,243188,5
4297,243197,5
4298,243203,5
4299,243212,5
4300,243221,5
4301,243346,5
4302,243407,5
4303,243416,5
4304,243443,5
4306,243568,5
4307,243577,5
4308,243586,5
4309,243601,5
4312,243665,7
4313,243744,3
4314,243780,3
4315,243799,4
4316,243823,3
4317,243832,5
4318,243841,5
4319,244011,0
4320,244154,0
4321,244190,3
4322,244233,4
4323,244279,4
4324,244437,2
4325,244446,6
4326,244491,1
4327,244561,4
4328,244613,6
4329,245032,4
4330,245069,1
4331,245281,1
4332,245290,1
4333,245342,4
4334,245421,4
4335,245430,4
4336,245625,6
4337,245652,3
4338,245731,3
4339,245777,3
4340,245838,2
4341,245847,2
4343,245883,2
4344,245892,3
4345,245953,3
4346,245962,4
4347,245980,1
4348,245999,6
4349,246008,4
4350,246017,6
4351,246035,4
4352,246071,4
4353,246202,4
4354,246266,5
4356,246354,2
4357,246406,1
4358,246415,1
4359,246460,1
4360,246594,1
4362,246813,6
4363,246895,1
4364,246974,4
4365,247010,1
4366,247047,1
4367,247065,4
4368,247153,4
4369,247162,6
4370,247409,4
4371,247603,6
4372,247649,3
4373,247700,0
4375,247825,3
4376,247834,2
4377,247940,6
4378,248165,1
4379,248192,1
4380,248305,1
4381,248314,1
4382,248527,1
4383,248606,6
4384,248624,4
4385,248633,6
4386,248660,1
4387,248703,1
4388,248776,6
4389,248846,0
4390,248882,0
4391,248925,6
4392,248934,4
4393,249061,1
4394,249140,4
4395,249238,1
4396,249566,4
4397,249609,4
4398,250027,4
4399,250072,4
4400,250285,6
4401,250407,4
4402,250498,4
4403,250601,4
4404,250744,4
4405,250902,1
4406,250993,6
4407,251075,4
4408,251251,0
4409,251260,6
4410,251312,0
4411,260293,4
4412,260336,4
4413,260354,4
4414,260363,6
4415,260372,6
4416,260664,4
4417,260691,4
4418,260789,4
4419,260813,4
4420,260901,2
4421,260910,4
4422,260929,1
4423,260947,3
4425,260965,1
4426,260974,0
4427,260992,4
4428,261375,6
4429,261384,6
4430,261393,6
4431,261436,1
4432,261472,0
4433,261676,3
4434,261685,4
4435,261719,1
4436,261773,6
4437,261861,4
4438,261931,4
4440,262031,6
4441,262086,2
4442,262129,2
4443,262235,1
4444,262299,1
4445,262332,0
4446,262341,1
4447,262369,1
4448,262402,1
4449,262457,4
4450,262466,4
4451,262509,4
4452,262660,1
4453,362700,1
4454,362782,1
4455,363013,4
4456,363077,1
4457,363147,1
4458,363165,6
4459,363387,0
4460,363439,4
4461,363590,4
4462,363633,2
4463,363679,1
4464,363712,1
4466,363882,1
4467,363907,5
4468,363916,5
4469,363934,3
4470,364016,2
4471,364025,2
4472,364122,6
4473,364168,3
4474,364326,4
4475,364335,4
4476,364548,6
4477,364575,6
4478,364584,1
4479,364593,4
4480,364618,4
4481,364627,6
4482,364636,6
4483,364751,4
4484,364760,1
4485,364812,1
4486,364946,6
4487,364955,4
4488,364964,6
4489,364973,1
4490,365055,0
4491,365073,1
4492,365091,1
4493,365125,1
4494,365198,6
4495,365204,4
4496,365213,6
4497,365240,6
4498,365374,6
4499,365383,4
4501,365453,1
4502,365480,6
4503,365505,6
4504,365569,1
4505,365693,1
4506,365763,6
4507,365824,4
4508,365833,4
4509,366003,3
4510,366155,1
4511,366191,6
4512,366252,3
4513,366261,1
4514,366270,4
4515,366289,4
4516,366340,6
4518,366395,2
4519,366401,2
4520,366438,1
4521,366447,6
4522,366465,6
4523,366535,4
4524,366544,4
4525,366553,4
4526,366571,6
4527,366580,0
4529,366623,6
4530,366632,6
4531,366650,0
4532,366678,0
4533,366696,0
4534,366711,2
4535,366748,0
4537,366960,4
4538,367024,4
4539,367051,1
4540,367088,1
4541,367097,4
4542,367103,4
4543,367112,4
4544,367130,1
4545,367158,4
4546,367194,3
4547,367316,4
4548,367334,4
4549,367361,0
4550,367398,4
4551,367431,1
4552,367459,2
4553,367662,1
4554,367839,3
4555,367875,6
4556,367884,3
4557,367909,4
4558,367936,0
4560,367972,4
4561,367981,1
4562,368036,4
4563,368230,1
4564,368364,6
4565,368407,6
4566,368443,4
4567,368452,3
4568,368540,1
4569,368601,0
4570,368629,4
4571,368647,6
4572,368771,4
4573,368780,4
4574,368805,4
4575,368832,1
4576,368911,6
4578,369084,0
4579,369109,6
4580,369400,6
4581,369419,4
4582,369446,1
4583,369455,1
4584,369516,4
4586,369668,6
4587,369686,5
4588,369695,1
4589,369783,4
4590,369792,6
4592,369862,4
4593,369905,4
4594,369950,1
4595,371034,1
4596,371052,4
4597,371140,1
4598,371265,4
4599,371690,2
4600,371760,4
4601,371779,4
4602,371830,1
4603,371928,4
4604,371964,4
4605,371982,4
4606,372000,1
4607,372028,4
4608,372037,4
4609,372073,4
4610,372082,2
4611,372213,2
4612,372222,0
4613,372240,1
4614,372329,4
4615,372356,1
4616,372462,1
4617,372578,0
4618,372718,1
4619,372772,4
4620,372921,4
4621,372958,4
4622,373058,4
4623,373085,4
4624,373216,1
4625,373340,1
4626,373526,4
4627,373605,1
4628,373678,1
4629,373696,1
4630,373711,4
4631,373784,4
4632,373827,3
4633,373890,4
4635,374112,4
4636,374316,1
4638,374440,1
4639,374574,4
4640,374592,6
4641,374875,4
4642,374927,1
4643,374972,4
4644,375106,4
4646,375300,4
4647,375319,4
4648,375373,6
4649,375407,4
4650,375416,4
4651,375489,4
4652,375540,1
4653,375568,6
4654,375647,1
4655,375656,6
4656,375683,6
4657,375692,6
4658,375708,6
4659,375717,6
4660,375726,6
4661,375735,6
4662,375744,6
4663,375753,6
4664,375762,6
4665,375841,1
4666,375939,4
4667,375966,4
4668,375984,1
4669,376136,4
4670,376224,5
4671,376242,5
4672,376288,5
4673,376321,5
4674,376330,5
4675,376385,5
4676,376446,1
4677,376631,1
4678,376668,1
4679,376677,1
4681,376987,1
4682,377069,0
4683,377111,4
4684,377193,5
4685,377218,6
4686,377272,1
4687,377281,5
4688,377315,1
4689,377342,4
4690,377449,4
4691,377458,4
4692,377485,6
4693,377546,3
4694,377555,3
4695,377564,3
4696,377643,1
4697,377652,4
4698,377661,4
4699,377670,4
4700,377722,1
4701,377759,4
4702,378105,4
4703,378406,0
4704,378576,4
4705,378886,1
4706,378956,6
4707,379029,0
4708,379135,1
4709,379621,4
4710,379746,5
4711,379782,4
4712,380067,5
4713,380094,4
4714,380359,6
4715,380368,6
4716,380377,6
4717,380401,1
4718,380438,4
4719,380456,1
4720,380465,0
4721,380474,4
4722,381255,5
4723,381282,4
4724,381325,4
4725,381334,4
4727,381361,4
4728,381370,1
4729,381404,1
4731,381486,1
4732,381529,4
4733,381617,4
4734,381635,1
4735,381644,4
4736,381699,1
4737,381705,1
4738,381732,4
4739,381741,4
4740,381750,1
4741,381787,0
4742,381866,4
4743,381909,0
4744,381945,4
4745,382063,0
4746,382258,6
4747,382267,1
4748,382276,4
4749,382416,4
4750,382461,1
4751,382504,4
4752,382771,4
4753,382780,1
4754,382896,4
4755,382902,1
4756,382911,6
4757,382957,4
4758,383020,4
4759,383084,2
4760,383163,1
4761,383172,5
4762,383190,2
4763,383251,1
4764,383279,1
4765,383297,1
4766,383312,6
4767,383330,6
4768,383367,6
4769,383400,4
4770,383464,1
4771,383507,3
4772,383525,4
4773,383765,4
4774,383792,5
4775,383899,4
4776,383950,4
4777,383996,2
4778,384209,4
4779,384254,3
4781,384333,2
4782,384342,6
4783,384412,0
4785,385008,0
4786,385132,1
4787,385503,4
4788,385549,1
4789,385619,3
4791,386472,4
4792,387660,6
4793,387819,1
4794,387925,4
4795,388043,4
4796,388520,3
4797,388663,1
4798,389727,4
4799,389860,6
4800,390701,0
4801,390905,4
4802,391005,1
4803,391333,4
4804,391546,1
4805,391564,4
4806,391582,4
4807,391759,1
4808,391810,1
4809,392257,4
4810,392354,6
4811,392415,4
4812,392798,1
4813,392840,3
4814,393180,6
4815,393524,1
4816,393649,4
4817,393861,1
4818,393977,1
4820,395362,2
4821,395690,4
4822,397270,4
4823,397942,4
4824,398130,3
4825,398574,4
4826,399212,2
4827,399869,4
4828,399911,2
4829,400080,4
4830,400187,1
4831,401223,2
4833,401339,1
4834,401481,1
4835,402563,4
4836,402615,0
4837,402776,0
4838,402800,1
4840,403414,1
4841,403469,6
4842,403478,6
4843,403487,6
4844,404037,1
4845,404055,4
4846,404073,4
4847,404082,4
4849,404338,0
4850,404365,4
4851,404374,4
4852,404383,4
4853,404426,2
4854,404499,0
4855,404505,4
4856,404514,4
4857,404648,6
4858,404684,5
4859,404718,1
4860,404806,5
4861,404912,4
4862,404921,4
4863,404994,4
4864,405012,1
4865,405021,1
4867,405076,5
4868,405748,6
4869,405854,3
4870,405872,6
4871,405979,0
4872,405988,0
4873,405997,0
4874,406006,0
4875,406015,0
4876,406024,4
4877,406033,4
4878,406051,1
4879,406149,4
4880,406194,4
4881,406200,4
4882,406219,4
4883,406325,6
4884,406361,6
4885,406413,4
4886,406422,6
4887,406486,4
4888,406495,1
4889,406547,4
4891,407054,4
4892,407063,0
4893,407090,1
4894,407142,1
4895,407151,1
4896,407179,1
4897,407285,0
4898,407319,0
4899,407328,4
4900,407355,1
4901,407391,1
4902,407407,1
4903,407425,1
4904,407434,1
4905,407452,6
4906,407461,6
4907,407470,1
4908,407489,6
4909,407504,6
4910,407513,6
4911,407522,6
4912,407568,1
4913,407577,6
4914,407595,6
4915,407601,6
4917,407683,5
4918,407708,1
4919,407726,1
4920,407735,1
4921,407832,6
4922,408039,4
4923,408066,1
4924,408163,1
4925,408312,4
4926,408385,5
4927,408394,6
4928,408844,5
4929,408862,1
4930,409032,5
4931,409069,0
4932,409120,6
4933,409166,1
4934,409193,5
4936,409315,2
4937,409537,6
4938,409591,6
4940,409670,4
4941,409698,2
4942,409829,4
4943,409838,0
4944,409874,0
4945,410070,4
4946,410256,4
4947,410283,4
4948,410496,4
4949,410502,0
4950,410520,4
4951,410539,4
4952,410788,1
4953,410797,1
4954,410964,1
4955,411055,4
4956,411374,4
4957,411684,4
4958,411754,4
4959,412003,4
4960,412173,4
4961,412535,4
4962,412544,1
4963,412599,4
4964,413176,6
4966,413413,0
4967,413617,6
4968,413626,6
4969,413635,4
4971,413680,4
4972,413778,4
4973,413802,2
4974,413820,1
4975,413839,0
4976,413848,0
4977,413857,0
4978,413866,0
4979,413884,0
4980,413945,1
4981,413972,1
4982,414054,1
4983,414063,1
4984,414124,6
4985,414160,4
4986,414452,1
4987,414461,5
4988,414489,1
4989,414531,0
4990,414540,1
4991,414559,1
4992,414568,0
4993,414586,0
4994,414595,4
4995,414708,0
4996,414823,3
4997,414841,0
4998,414869,1
4999,414878,0
5000,414911,6
5001,414939,4
5003,415039,1
5004,415057,1
5005,415729,4
5006,415774,4
5007,415987,4
5008,416458,4
5009,416670,1
5010,416801,4
5011,416962,0
5012,416971,1
5013,416980,1
5014,417008,1
5015,417062,1
5016,417105,2
5017,417123,2
5018,417132,1
5019,417178,4
5020,417187,6
5021,417248,6
5022,417257,6
5023,417275,4
5024,417318,5
5025,417327,4
5027,417381,1
5028,417406,1
5029,417442,6
5030,417503,1
5031,417549,4
5032,417576,1
5033,417600,1
5034,417628,6
5035,417637,6
5036,417646,6
5037,417655,6
5038,417673,4
5039,417682,4
5040,417716,4
5041,417725,1
5042,417734,4
5043,417743,6
5044,417752,3
5045,417789,1
5047,417804,1
5048,417831,6
5049,417840,4
5050,417868,4
5051,417886,6
5052,417910,4
5053,417947,4
5054,417983,6
5055,417992,4
5056,418001,4
5057,418010,6
5058,418029,6
5059,418038,4
5060,418056,4
5061,418065,4
5062,418083,4
5063,418126,4
5064,418171,6
5065,418199,6
5066,418205,6
5067,418223,4
5068,418250,6
5069,418269,4
5070,418278,6
5071,418287,6
5072,418296,6
5073,418302,6
5074,418320,6
5075,418339,6
5076,418348,6
5077,418357,6
5078,418384,1
5079,418409,6
5080,418427,4
5081,418445,6
5082,418454,6
5083,418481,4
5084,418506,4
5085,418515,6
5086,418524,4
5087,418533,4
5088,418542,6
5089,418560,6
5090,418588,6
5091,418603,6
5092,418612,4
5093,418658,4
5095,418700,5
5096,418755,5
5097,418764,5
5098,418773,5
5099,418782,5
5100,418870,4
5101,418889,6
5102,418913,5
5103,418968,1
5104,419031,6
5105,419095,6
5106,419147,1
5107,419156,1
5108,419183,4
5109,419226,6
5110,419235,1
5111,419244,1
5112,419253,1
5113,419262,4
5114,419271,1
5115,419280,1
5116,419314,1
5117,419332,6
5118,419341,1
5119,419411,4
5120,419420,6
5121,419457,0
5122,419484,6
5123,419509,0
5124,419633,1
5125,419660,1
5126,419703,5
5127,419712,5
5128,419721,5
5129,420006,4
5130,420024,4
5131,420042,0
5132,420103,4
5133,420130,4
5134,420194,1
5135,420200,1
5137,420255,5
5138,420307,0
5139,420316,4
5141,420343,6
5142,420370,4
5143,420398,2
5144,420404,0
5145,420431,6
5146,420440,6
5147,420459,6
5148,420468,6
5149,420495,4
5150,420501,0
5151,420538,6
5152,420556,6
5154,420608,1
5156,420723,6
5157,420866,0
5158,420981,4
5159,421009,0
5160,421018,0
5161,421513,4
5162,421540,6
5163,421559,6
5164,421586,5
5165,421610,1
5166,421665,1
5167,421708,4
5168,421717,6
5169,421771,1
5170,421832,4
5171,421841,3
5172,421878,4
5173,421896,5
5174,422020,4
5175,422190,1
5176,422695,4
5177,422835,4
5178,423120,5
5179,423397,5
5180,423582,4
5182,423652,6
5183,423980,1
5184,425250,4
5185,425870,4
5186,425889,4
5187,425986,4
5188,426314,2
5189,427025,4
5190,427308,4
5191,427335,1
5192,427663,0
5193,427894,6
5194,427919,4
5195,427973,6
5196,427982,4
5197,427991,6
5198,428000,1
5199,428019,6
5200,428055,5
5201,428073,1
5202,428125,1
5203,428143,4
5204,428170,4
5205,428259,0
5206,428268,0
5207,428286,0
5208,428329,4
5209,428392,6
5210,428444,0
5211,429012,3
5214,429100,4
5215,429128,6
5216,429599,0
5217,430050,4
5218,430087,0
5219,430096,4
5220,430148,4
5221,430157,0
5222,430166,0
5223,430175,4
5224,430184,0
5225,430218,1
5226,430227,1
5227,430245,5
5228,430254,4
5229,430263,0
5230,430306,4
5231,430342,4
5232,430351,0
5233,430360,0
5234,430379,0
5235,430388,0
5236,430403,4
5237,430421,4
5238,430485,3
5239,430564,1
5240,430582,5
5242,430643,6
5243,430670,5
5244,430704,4
5245,430795,6
5246,430810,3
5247,430847,6
5248,430883,6
5249,430908,6
5250,430935,5
5251,430971,4
5252,430980,4
5253,430999,4
5254,431017,6
5255,431026,4
5256,431071,4
5257,431099,1
5258,431105,6
5259,431123,5
5260,431141,4
5261,431169,6
5262,431187,6
5263,431196,4
5264,431202,6
5265,431266,6
5266,431275,6
5267,431284,1
5268,431309,5
5269,431558,6
5271,431600,4
5272,431637,1
5273,431691,6
5274,431707,6
5275,431716,6
5276,431770,6
5277,431877,6
5278,431886,4
5279,431929,5
5280,431956,4
5281,431965,1
5283,432074,6
5284,432117,1
5285,432223,0
5286,432232,0
5287,432241,0
5288,432269,5
5289,432302,4
5292,432384,4
5293,432524,3
5294,432533,0
5295,433004,4
5296,433013,4
5297,433040,4
5298,433068,6
5299,433101,4
5300,433138,6
5301,433165,4
5302,433174,6
5303,433387,3
5304,433420,4
5305,433466,0
5306,433536,4
5307,433563,4
5308,433660,3
5309,433970,4
5310,434016,6
5311,434034,3
5312,434052,0
5313,434061,6
